,id,tweet,wildan,denise,angga,majority
788,30835,Ini laperan abis vaksin kelarnya kapan dah? ðŸ¤£,0,-1,0,0
789,28392,"Dari kemaren browsing nyari"", demam setelah vaksin itu menularkan atau gak ya? Terlebih utk ibu hamil.",0,0,0,0
790,26878,"Alhamdulillah gada efek apa apa abis vaksin cuma tangan kiri gue pegel bgt yaAllah, inget waktu sd abis disuntik begini pegelnya ðŸ˜‚",1,1,1,1
791,29859,"eh anjing lah tadi nanya di pos penjegatan cuma suruh liatin sertivikat vaksin 1 doang, kok dipelabuhan di suruh bawa bukti pcr/antigen",0,0,0,0
792,32015,Perasaan ga pernah isi data pengajuan buat vaksin dah. Kenapa semalem ada wa di suruh vaksin coba ðŸ¤”. Mana tanggal segitu belum pulang ke jakarta ðŸ˜’  https://t.co/NxKtUMkJru,0,0,0,0
793,31868,Ayoo ikut vaksinasi sebagai salah satu usaha pencegahan terpapar Corona,1,1,1,1
794,28127,Bisa tidur 6 jam pas siang hari. Apakah ini efek vaksin,0,0,0,0
795,29271,"""tApI aKu kAn UdAh TeSt dAn HaSiLnYa nEgAtIF""  Guys, yg udh vaksin 2x pun msh bisa kena. Serius deh, masa iya harus ada bukti nyata di depan mata dulu baru sadar. Gak nongkrong, gak liburan dulu utk masa2 ini, itu harga yg murah utk keselamatan hidup kita.",0,1,1,1
796,29244,"Alhamdulillah mama sama ayah mau divaksin, jasmine jg udah vaksin tadiðŸ¥°",1,1,1,1
797,27944,"guys kan akutu disuruh buat door to door ajak warga buat vaksin, nah gada yg mau:) percuma bgt kan aku ngomong ya, tp gpp alhamdulilahhh seneng..",0,0,0,0
798,30553,"Ini orang orang yg nulis ""vaksin ini ga ampuh lawan delta varian zeta teta gama magnet warrior apalah tai"" pasti bikin ada aje orang yg mikir ""ngapain gue vaksin ye""",0,0,0,0
799,30857,"tadi bbrp org yg sebelumnya udh vaksin pertama, ternyata mereka positif jg. Dan mereka isoman. Tunggu sampe hasilnya negatif. Trus mereka nanya ke dokter, apa bisa yg udh kena trus negatif bisa ikutan vaksin kedua? Dan jawabannya, bisa. Ya asal itu tadi, hasilnya hrs negatif.",1,1,1,1
800,29214,"Keluarga itu sih gak percaya covid, jarang pake masker dan dipake berulang2 sampe berminggu2, tapi vaksin langsung ikutan, sepertinya faktor gratis yg menjadi pemicu ðŸ˜Š",1,1,1,1
801,29266,Pamer dan sombong sudah divaksin dan baru pertama vaksin review rasanya dll wkwkwkw Monmaap saya sudah di paksin jauh berbulan2 sebelum bulan ramadhan kemaren ï¼¼(^o^)ï¼,1,0,1,1
802,28520,Kemaren baru ngobrol sama nyokap. Untuk orang2 di daerah yang gak mau vaksin pada akhirnya bakal vaksin juga karena mereka di datengin sama teamnya langsung,0,0,0,0
803,26246,Bingung bgt mau vaksin atau tidak ya,0,0,0,0
804,31770,Ayo jaga Imunitas dengan melakukan Vaksinasi.   Vaksin Aman &amp,1,1,1,1
805,29654,Akhirnyaaaaaaa aku sdh terdaftar buat VAKSIN tinggal tunggu di panggil aja kapan bisa vaksin yampun drama vaksin ku akan kah segera berakhir? Kita tunggu saja,1,1,1,1
806,31005,"mantap banget vaksinasi di stadion patriot chandrabaga bekasi, prosesnya cepet ga pake ribet, petugasnya ramah dan sigap.  terimakasih ðŸ™ðŸ™  https://t.co/q2esZ8HRlk",1,1,1,1
807,27174,"Ortu dan saudara sudah vaksin covid deman, badan meriang dan batuk"".  Serius mau tanya itu efek nya bahaya gak sih ? @KemenkesRI",0,0,0,0
808,31698,"Terlebih kalo udah daftar vaksin online tuh skrng ket. tempat vaksinnya ga spesifik alias bisa dimana aja. Nah tapi di setiap tempat ada kebijakan program vaksinasinya sendiri2 yg belom siap. Slot terbatas, sdm terbatas, waktu terbatas, semua serba terbatas deh ))",0,-1,0,0
809,28199,"Perusahaan mewajibkan karyawan nya vaksin, 2 mingguan struggle kesana kemari cari vaksin ga dpt dpt. Ada vaksin di perusahaan tp yg didulukan org org usia &gt",0,-1,0,0
810,26292,Efek vaksin jam segini kebangun gara2 laper :(,0,-1,0,0
811,27802,Liat orang orang pada berdesakan ngantri vaksin membuatku bersyukur banget krn sudah difasilitasi sama kantor jadi aman dan tertib ðŸ¥°,1,1,1,1
812,29067,aku takutnya tar ada yang ngajak maen syaratnya harus dah vaksin :),0,0,0,0
813,26775,"Dan warga wakanda berkata : lha ini inggris sudah bisa bla bla bla Padahal kenyataannya, warga wakanda yg masih mampu disuruh pakek masker gak mau, disuruh vaksin gak mau, tapi cita citanya pengen kayak inggris",0,1,1,1
814,29893,Mau bgt di vaksin dr kemaren tp masih sakit,1,1,1,1
815,29145,"Terus kirain nggak bakalan ada orang yg pilih2 jenis vaksin, namanya udah darurat, dan ternyata..... ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",1,0,0,0
816,30408,Vaksin pertama Ibu ratu... Nice sekali rapi...saya pikir bakal antri luar biasa ternyata pengaturannya luar biasa bagus....tertata rapi dan cepat...  https://t.co/OaCqVvZD4r,1,1,1,1
817,32113,Kemarin kampus mana ya yang syarat  KRS an adalah melampitkan sertifikat vaksinasi? [Cm] tenggelem,0,0,0,0
818,28503,Gaspolkan vaksinasi yeaahðŸ”¥ðŸ’¯â¤,1,1,1,1
819,29283,H+1 vaksin bawaannya ngantuk banget parah:(,0,-1,0,0
820,27856,"â €â € â€œKalau ini sudah diperbaiki lebih enak mengelola lapas, memaksimalkan asimilasi agar transparan dan tidak korup termasuk menggalakkan vaksin bagi warga binaan dan petugasnya,"" tutur Fachrizal. â €â €",0,1,1,1
821,30506,Ajak aku vaksin plisss ðŸ˜­ðŸ˜­ðŸ˜­,1,1,1,1
822,29505,Indonesia sebenarnya termasuk tengah mengembangkan vaksin Covid-19 buatan di dalam negeri yang disebut bersama dengan vaksin merah putih.  #MerdekaMelawanCovid Tunjukkan Peranmu,0,1,0,0
823,26229,Otw ðŸ˜… subuh ðŸ˜… ke â€œkotaâ€ demi vaksin kwkwkkw.. mendukung program pemerintah ðŸ˜… degdegser secara mantan korona kwkwkw  https://t.co/Wwbuym9lta,1,1,1,1
824,31515,Aaaaahhh keren banget ini babang kang potonya. Disaat acara wisuda dan acara study tour lagi gak boleh dia ambil spot pas lagi vaksin. Kereeeeennn euy,1,1,1,1
825,30698,"Ampe sodara gue di suruh vaksin dr kantor milih keluar anjirrr, trs sekarang bener bener nakut2in emak gue ngasih berita katanya asli abis vaksin jd meninggal. Sumpah cape cape nyariin slot vaksin emak gue pen gajadiðŸ™‚",-1,-1,-1,-1
826,27433,"Bukan hanya ke tempat ibadah, tapi tetap keluar cari makan berkerumun gak pakai masker anti vaksin dll.",0,-1,0,0
827,29061,"Hmm h-4 hari tbtb dikabari klo jadwal vaksin dosis 1 di desa gajadi, ngeneiki a yo sistem e? kene wes bangun kepercayaane wong tuo ben gelem divaksin, dingenekne. :'",0,-1,-1,-1
828,26176,"Gubernur Jatim mengatakan, khusus di Jawa Timur per hari ini kita punya target 300.000 bs kita capai jka ketersediaan vaksin mencukupi",0,1,0,0
829,29306,Di vaksin karna tuntutan kerjaan dan udah di daftarkan juga..,1,-1,1,1
830,36944,"antri vaksin malah bikin penyakit, mana sampe lompat2 pager anjir gaada attitude",0,-1,0,0
831,33012,"Yang bikin berita ttg negara sebelah  yang nggak nerima vaksin S,  tolong....   Jangan bikin warga bingung dan ragu.",0,1,0,0
832,33764,"nyesel bgt nunda2 vaksin, sekarang butuh sertifikat baru kelimpunganðŸ˜­",0,-1,0,0
833,32917,"Bagi warga yang besok terdaftar vaksin di stadion, hindari begadang ya. Siapkan juga dokumen yg dibutuhkan. Semoga dilancarkan, sehat semua ya para warga.",1,0,1,1
834,33725,Beberapa jam lagi mau vaksin omooooðŸ˜œ,1,1,1,1
835,36630,Satu-satunya harapan kami adalah menanti datangnya vaksin berbayar jika sistem terus menerus seperti ini ðŸ’”â˜¹,1,-1,1,1
836,35435,Setelah vaksin jdi sering ngantuk,0,-1,0,0
837,32246,"Masih banyak yang salah tangkap ya. Vaksin itu gunanya untuk mencegah kalian kena gejala yang berat sampai masuk rumah sakit atau ICU. Bukan mencegah kalian kena virus nya:( Kayanya emang ini yang bikin org org gamau vaksin. ""Divaksin doang masih kena dan malah jadi sakit""ðŸ™ƒðŸ˜‚",0,1,0,0
838,34746,"Covid-19 menjauhkan kita pada Tuhan dan mendekatkan kita pada hari kiamat!!  ""Naik Haji dilarang, sholat direnggangkan harus menjaga jarak, masker menutupi senyuman, vaksin haram mengandung unsur babi.""  Begitulah cuitan yang sering kita dengar di Negeri Konspirasi Wakanda.",-1,-1,-1,-1
839,35359,"meskipun dateng jam 6.30 tetep aja jawabannya ""habis vaksinnya, kurang pagi"" LAH? kon ndak sholat subuh ta? opo yoopo seh gak paham sumpah. mosok kate vaksin ae kudu onok kenalan ""orang dalem""??! dude wtf?",0,-1,-1,-1
840,34049,yaa allah gusti mau vaksin aja bingung banget banyak pertimbanganðŸ¥´,0,0,0,0
841,33904,Abis vaksin gua langsung demam trus lemes puyeng ditambah nyokap marah gara gara hal sepele tapi di gedein cape bgt tot demi allah ga ada bgt yg ngertiin sedih,0,-1,0,0
842,37297,Ayyo vaksin bentuk herdimunity  support pemerintah agar pandemi segera usai,1,1,1,1
843,32674,mancay Pak. tp Pekanbaru udah duluan dari kapan waktu. Bus Vaksin.,1,1,1,1
844,36651,"Gw mau buat aplikasi yang menolak vaksin dan denial covid, jd kalo mereka kena tinggal dibuka datanya yah ga usah dikasih akses ke faskes",0,-1,0,0
845,35255,vaksin ga ya ðŸ˜•,0,0,0,0
846,32513,"Tiap tengah malem udah ga rebutan flashsale marketplace lagi, tapi rebutan slot vaksin. Belum dapet-dapet ðŸ˜¢",0,-1,0,0
847,37148,"Ya tapi percuma, punya orang tua percaya covid gak kemakan hoax tapi gak kebagian vaksin duluan tanpa ribet kayak orang tua kaya raya hihi",0,-1,0,0
848,32448,aku udh vaksin yey,1,1,1,1
849,35913,@kogontogol hbs vaksin langsung minum paracetamol,0,0,0,0
850,36697,"lelah bgt ngeyakinin covid is real!  ga keluarga, apalagi tetangga. ngmgnya tu ah ini mah kalo dibawa ke RS pasti ""di covid-in"", pilek dikit, batuk dikit covid. ""saya kemarin vaksin di GBK, alhamdulillah gratis"" lah ya mmg vaksin kan ga di perjual belikanbelikan pak, zzzzz",0,-1,0,0
851,36470,"Nganterin babe vaksin di kelurahan, eh gajadi karena tensinya tinggi. Dan jdi tau RT gw ga ada care sma warganya. Kalo ga tanggap kalo ga aktif jdi ga tau deeh.. hmmbohh, eh tolong pak @firdausharjo anda nyalonin jdi pak RT baru deh ðŸ¤£",0,0,0,0
852,33562,Vaksin nggak bahaya kan yah?  Aku kok kedistrack ambek berita berita seng tidak ada sumber yang tepat huhuhuhu Tolong info dong yang sudah vaksin,0,0,0,0
853,36390,"Kalo kamu ada yg belum vaksin, ingin vaksin tapi ndak tau dimana, mungkin bisa dateng hari ini ke Blok M square  Di Blok M square sedang dilaksanakan vaksinasi umum, dan antriannya ndak begitu padat. Cukup bawa ktp aja gaes. Lokasinya vaksinnya 20 meter dari filosofofi kopi",1,0,1,1
854,35690,Vaksin ngantri dan berkerumun? Yaudh baliklah wkwk,0,-1,0,0
855,35347,Terpaksa vaksin,1,-1,-1,-1
856,33448,"pakai masker dan nurut disuruh diem di rumah. Lah buat mereka mah hidup ini udah susah, dikasih covid ya gak jadi tambah susah. Lagian mau sesusah apapun, ada janji kehidupan yang lebih baik asal nurut apa kata agama dan â€œpengajarnya.â€ Mangkanya omongan Ustadz yang nyuruh tetep",0,1,0,0
857,33685,"Sejumlah orang mengaku tak menerima SMS sertifikat vaksin COVID-19 meski sudah suntik. Padahal, sertifikat kini menjadi syarat perjalanan semasa PPKM Darurat. #sertifikatvaksin #corona   https://t.co/DsSGTshJjX",0,0,0,0
858,35051,Besok vaksin lagi gak ya?,0,0,0,0
859,35620,abis vaksin kerjaannya makan mulu... bukan karena vaksin.. emang anaknya aja pengen makan tapi pengen kurus...,0,-1,0,0
860,33639,Mobil vaksinasi sebuah inovasi dari perguruan tinggi dalam penanggulangan Covid-19.    https://t.co/JzbVIipFFh,1,1,1,1
861,35641,Emng iya ya bnyak yg meninggal atau dpt penyakit parah gara2 di vaksin?,0,-1,0,0
862,32204,@shbt_pegadaian min apakah benar sertifikat vaksin bisa digadaikan?,0,0,0,0
863,36661,"Ribuan orang di India kena penipuan vaksin Corona yang nahasnya dilakukan oleh oknum tenaga medis. Bukannya vaksin Corona, mereka disuntikkan air garam. #corona #vaksinpalsu  https://t.co/99mtj0FP4d",0,-1,-1,-1
864,35800,"Vaksin di puskesmas lebih nyaman drpada vaksin masal. Ga pake ngantri panjang bgt, mana kmaren2 ga kebagian mulu pdhl quota 1000 ampe 3000 tuh vaksin alumni. Klo di puskesmas dkt rumah di jadwal rabu kamis pasti ada. Di ruangan pula ga perlu trpaksa buka aurat di ruang trbuka ðŸ‘ðŸ»",1,1,1,1
865,34144,Jujur bismillah pgn vaksin tp w males kalo harus rame2 kl di sentra vaksinasinya,1,-1,1,1
866,33191,*Segera VAKSIN demi kesehatan bersama untuk Indonesia sehat bebas CORONA* ðŸ‡®ðŸ‡©  @jokowi  @KSPgoid  https://t.co/HGIZUjlA54,1,1,1,1
867,34355,Masyarakat desa Sidamulya yang sedang menunggu giliran menerima BLT dd dan vaksinasi  https://t.co/uSMTVNJ4k5,1,0,0,0
868,35761,Vaksin ke 2 DONE... efek: mualÂ²..  Apakah saya hamil?  ðŸ¤§,1,0,0,0
869,33328,"Dia mengungkapkan bahwa beberapa rekannya memiliki hasil yang lebih baik, tetapi baginya, vaksin itu hampir tidak berguna.",-1,-1,-1,-1
870,32533,"Mungkin di antara temen2 masih ada yg ngikutin kata orang tua (nenek gue pun) yg menganggap ngapain imunisasi bayar, di posyandu aja tuh gratis. Iya gratis tp kan cuma beberapa aja, selebihnya anak berhak dapet vaksin selengkap lengkapnya. Bila ortu mampu wajib usahain.",1,1,1,1
871,37570,"Guys gw saranin buat kalian yg belum vaksin Covid, just do. Cari di puskesmas terdekat di daerah lu, mumpung lg gratis. Antri, gak masalah, asal jaga jarak dan pakai masker dobel. Gak cukup sekali, vaksin Covid minimal 2x. Gw jg harus vaksin, sudah &gt",1,1,1,1
872,36604,"Ya kalo daerahnya buat vaksin umum sudah banyak gapapa, kalo belum kan kasian ya ðŸ™‚",0,0,0,0
873,35642,"5 jam setelah vaksin, badan meriang pala pusing ðŸ˜­",0,-1,0,0
874,34219,Vaksinasi salah satu usaha cegah covid-19  #IndonesiaPulih #LawanCovid19 #tppijatim #tppitulungagung @jokowi  @halimiskandarnu  @malik_haramain  @kemendespdtt  @Brigade01Arwan1 @barkah234  @fadiqwae1 @rofiq_jazuli @GumintoST  https://t.co/sfHCjZcdAI,1,1,1,1
875,33141,"Kemarin bokap ngeluh sakit kepala dan agak meriang. Pagi tadi, nambah keluhan, tenggorokan gatal. Akhirnya tes antigen. Hasilnya positif.  Udah vaksin AZ sebulan lalu.",0,-1,0,0
876,33164,Jd udah vaksin nih nilai plusnya apa ya? Pcr positif juga nih,0,-1,0,0
877,32208,"Kalo Anda gak mau vaksin ya gpp. Gak ada yg larang. Tp tolong lah, gausah pengaruhi orng lain dgn pola pikir Anda itu ðŸ™‚",0,1,1,1
878,33838,"Sejauh ini efek samping vaksin cuman bikin mager. Ah elah, pengen nafsu makan yg katanya orang-orangðŸ™ƒ",0,-1,0,0
879,34301,"Berita baik Surabaya dari kemarin percepatan vaksin di stadion Tambaksari yg diterjunkan 1000 nakes jadi banyak testi ga terlalu antri, unt ktp non Sby pun! Lalu persiapan RS dadakan Lapangan Tembak 500bed. Bismillah, menuju #SurabayaSehat #AyoVaksin",1,1,1,1
880,33294,"Untung aku vaksin sinovac bukan AZ jadi bawaannya oengen mam sm bobo trs, so happy ðŸ™†â€â™€ï¸ðŸ’•",1,-1,1,1
881,36980,akhirnya gaada efek lemes nya setelah vaksin ðŸ™‚,1,0,1,1
882,37225,"Target vaksin 1juta perhari itu bukan tanpa alasan ya, gaes. Ternyata kita bisa kok mencapai 1,3juta suntikan vaksin perhari dan Pak Jokowi mengapresiasi kerjasama semua pihak ini. Indonesia pasti bisa!!ðŸ’ªðŸ’ª",1,1,1,1
883,35990,"abis vaksin malah demam, pilek, meriangðŸ¥²",0,-1,0,0
884,32604,dan situasi ku msh ada efek vaksin kedua tadi siang ðŸ˜° trs bsk masih ada presentasi juga siang. Thankfully I love this job so I enjoying it â˜ºï¸,1,0,0,0
885,34591,kenapa milih berita ini di tengah masyarakat mulai percaya vaksin?,0,-1,0,0
886,35518,"Gua baru tau dari desa bisa vaksin gratis dari tetangga malah bukan dari RT nya langsung, bapak mau duit nya doang ya gak mau warga nya sehat?",1,-1,-1,-1
887,35963,"Utamakan lansia dan wanita untuk di vaksin, emg kami anak muda ""Kebal"" dari covid-19???  #COVID19 #Vaksin",-1,0,-1,-1
888,32438,Gubernur Jatim terus melaju melakukan ihtiar percepatan pelaksanaan vaksinasi Covid-19 bersama forkopimda Provinsi Jatim maupun Kabupaten/ Kota,1,1,1,1
889,33300,"tiap ngajak vaksin, dijawabnya teori konfirmasi covid wae dah. lelah.",0,0,0,0
890,37147,"Secara pribadi terharu sama antusiasme warga Sby yang ikut gebyar vaksin kemarin, merinding.. Semoga dengan ini Sby bisa melewati pandemi :')",1,1,1,1
891,37211,"Oiya..penyuntikan vaksin ini skrg juga sudah diperbolehkan utk anak usia 12-17th lho. Tenang..ada ijin penggunaan darurat oleh BPOM kok. Nah akan makin banyak lagi nih herd immunity terbentuk juga ke anak-anak, ya.  https://t.co/5Ijwya5XuB",1,1,1,1
892,36866,"mumpung vaksin nya gratis loh, ayo buruan vaksin biar copit cepat ilang, la pas vaksin grombolan koyok wong andum berkat ngono kon bar kopet e ðŸ¤£ðŸ˜‚ ulo marani gepuk",1,1,1,1
893,32199,"Pengennya sih cepet2 dapet vaksinasi, Tapi ntah kenapa di sini susah bgt mau nyari, sekalinya ada itu langsung kuota penuh, :"")",1,1,1,1
894,34647,Kasus mini market dan tmpat vaksinasi sudah cukup memberi gambaran bahwa akan segera terjadi infeksi masaal secara terus menerus..,0,-1,0,0
895,34217,"Abis vaksin timbul ngantuk yang bener-bener kaya abis minum obat yang menyebabkan kantuk, tidur 7jam-an abis itu tangan nya kaku merengkel gitu, badan mulai panas, ditambah sakit perut lagi halangan. Komplit banget ðŸ™‚",0,-1,0,0
896,36657,"Puteriku (23th) sudah dua kali mencoba mendapatkan vaksin, tapi melihat antrian dan berdesakan aku putuskan menundanya.",0,0,0,0
897,34619,"Duh tiap buka twitter, baca ttg covid bawaan mau mewek. ðŸ˜¢ðŸ˜¢  Sehat2 semua. Yg sakit lekas sembuh. Tuhan jagai para tenakes. Tuhan pelihara yg isoman sendirian. Semoga ada org2 baik yg bs bantu.",1,1,1,1
898,32401,"Menteri sudah ngeluarin peraturan tanpa surat domisili kalau mau vaksin, tp di daerah saya, asgard bagian timur peraturan2 raja pun bisa tidak berdampak apa-apa.  Kowe meh vaksin yo kudu fotokopi ktp, surat domisili, ttd rt, ttd tukang parkir, ttd satpam komplek, ngisi tts sik",-1,-1,-1,-1
899,35474,"- Yang dari awal ga percaya Covid mereka. - Yang ogah vaksin mereka juga. - Yang rajin ngelanggar protokol Covid, ya mereka lagi juga.  Begitu covid makin parah dan RS penuh, nyalahin presiden :) #logic",0,1,1,1
900,32534,"Seketika speechless. Wow kalau dibilang vaksin itu hak anak, setuju banget! Alhamdulillah meskipun mahal banget tuh harga2 vaksin, tp di cukup cukupin tiap bulan buat kebutuhan dapur &amp",1,1,1,1
901,33650,Vaksin dari tanggal 23 juni tapi sampe skrg belum dapet sms untuk vaksin kedua ðŸ˜­. Musti laporan kemana ini.. yakali cuma sekali vaksinnya ðŸ¥²,0,-1,-1,-1
902,32138,Hbs vaksin jd keboðŸ˜‚,0,-1,0,0
903,32957,"Jaga kesehatan di masa pandemik gini emg penting.  Ikuti aturan pemerintah, jangan ngeyel.  Yg udah vaksin pun bisa kena virus juga..   Take care.  https://t.co/dDkciegqyP",1,1,1,1
904,34499,grup keluarga besar mulai sebar2 video hoax soal vaksin itu chip ðŸ™‚,-1,-1,-1,-1
905,35346,"Alhamdulillah, I've got privillege karna orang rumah sudah pada di vaksin semuanya yang awalnya cuma gue doang.",1,1,1,1
906,36159,"Yg kyk begini ini nih yg bikin suami ga mau vaksin, ampe berbusa mulut istrinya nyuruh vaksin.Malah ada berita ginian. Sampe suami tau ini tambahâ€ malesnya.",-1,-1,-1,-1
907,34476,"Problem : Tingkat vaksin Indonesia rendah. Solusi : Vaksinnya diperbanyak, kalau sehari quotanya 50-75 yo kurang. Belum lagi tiap daerah pasti ngutamain warga2nya sendiri.",1,1,1,1
908,34734,"Kamu boleh nggak percaya covid Kamu boleh nggak pengen vaksin Tapi simpan argumenmu untuk dirimu sendiri Kasihan para nakes, banyak yg udah berusaha semaksimal mungkin.  Kamu mau jadi calon jenazah berikutnya?",0,1,1,1
909,33059,Vaksin sdh menimbulkan banyak korban s/d meninggal dunia tapi tetap dijalankan dg aturan yg memaksa. Apa sdh tdk punya hati nurani Pak @jokowi? Selama ini tutup mata atau bagaimana Pak? Tolong dikaji ulang dampak penggunaan vaksin,-1,-1,-1,-1
910,33034,efek habis vaksin makan teruss,0,-1,0,0
911,34569,Vaksin kapan mulai..?? Dan yg mati sejak kapan..??,0,0,0,0
912,33527,"Ini badan udah ngga keruan, hari pertama period, kepala pusing, tenggorokan ngga enak. Sebenernya bingung ini efek vaksin, gejala covid apa gegara period. Tapi ya harus dikuat2in.",0,-1,0,0
913,34812,Sejauh ini yg dirasakan setelah vaksin adalah tunduh terus,0,0,0,0
914,35614,"Cukup vaksin aja variannya banyak, covidnya jangan.",0,0,0,0
915,37167,"Orang tua gw banget ini, alhamdulillah. Nyokap exited banget pas mau vaksin pagi-pagi udah well dress, pulang vaksin happy banget kayanya",1,1,1,1
916,35225,Belajar buat tenang dan gak triggered sama postingan teman medsos yg anti vaksin. Gak.. Gak perlu diunfollow juga. Nanti gak dapet update dia lagi nyari oksigen kan..,0,1,1,1
917,32593,"Anaknya mati-matian jagain ibunya pada saat pandemik gini. Ngajakin vaksin sebaik mungkin. . Eh taunya ibunya keras kepala bahkan ga mau vaksin dan ga percaya Covid. . Bentak salah, didemin juga salah. ðŸ¤·â€â™‚ï¸ðŸ¤·",0,-1,0,0
918,34081,Semoga pemerintah benarÂ² bisa segera menindak tegas pelaku pemalsuan sertifikat dan kartu vaksin agar ada efek jera.  @PlateJohnny  @kemkominfo,1,1,1,1
920,32194,Vaksin terbaik adalah vaksin yang sudah tersedia. #AyoVaksinasi  https://t.co/iKIWrtoB9f,1,1,1,1
921,36921,"Budi Gunadi Menteri Kesehatan  mengatakan Herd Immunity akan terbentuk jika jumlah vaksinnya sudah mencapai 70% dari populasi yang ada.  So, Guys! Dukung vaksin 1 juta/ hari agar segera Herd Immunity! Kangen banget anak-anak bisa sekolah lagi!  https://t.co/ToRmGzHnlK",1,1,1,1
922,36044,"Habis vaksin,ngantukðŸ˜ª",0,-1,0,0
923,32860,"Kadang tu bingung, masalah prokes aku merasa lebih jelanin prokes daripada mas ridwan, tp yg positif aku haha. Alhamdulillah si tp dia negatif. Kalau ditelusuri emang dia udah vaksin awal-awal vaksin covid keluar. Maka segeralah vaksin kalo ada kesempatan ya kalian!!ðŸ™Œ",1,1,1,1
924,37583,"Aneh nih di lombok, jam pelayanan vaksin jam 8 , saya datang jam 6 tau2 udah full aja . Masa vaksin perlu juga orang dalam(?)",0,-1,-1,-1
925,32934,Gue adalah manusia yang gapernah kedinginan sekalipun lagi demam. Tapi malam ini memutuskan matiin ac setelah vaksin karena bener2 ga tahan sama dinginnya ðŸ¥²ðŸ¥²,0,-1,0,0
926,35980,"Terharu liat antusiasme masyarakat soal vaksin. Buat yang belum atau nunggu antrian, jangan kendor ya semangatnya buat divaksin âœ¨  https://t.co/RaVpKtg4xv",1,1,1,1
927,32887,Pengen vaksin tapi antri e berkerumun ga karu karuan.,0,0,0,0
928,35594,"Vaksin terbaik adalah vaksin yang bisa kita dapatkan, jadi jangan pilih-pilih vaksin ya #AyoVaksinasi Cc : @psi_id @psi_tangsel  https://t.co/9nZMf9ApaG",1,1,1,1
929,33568,Ini tempat tempat vaksin ramenya bukan maen dari pagi. Gak jadi cluster baru lagi nih?,0,-1,-1,-1
930,33613,kangen jg salah satu efek vaksin ternyata. dih ngrepotiinnnnn,0,-1,0,0
931,35611,"Udah vaksin belum, klo belum vaksin ya, sukseskan program pemerintah bareng Partai Solidaritas Indonesia #ayovaksin   https://t.co/EPrVptzcqA",1,,1,1
932,37043,Dapat suntikan vaksin pertama hari ini. Tdk sampe 30 menit beres. Terima kasih orang dalam  https://t.co/zkZi1F4hbZ,1,-1,-1,-1
933,38625,"Pengalamanku pas jadi satgas vaksinasi, ibu hamil ga diperbolehkan vaksin. Ko ini bisa lolos gitu aja ya bahkan sampe meninggal.",0,1,0,0
934,39197,"TBH akan sangat mudah memberikan vaksin di luar pulau Jawa dan menerapkan kehidupan normal segera untuk dosis 1 vaksin.  daripada pemerintah harus alarm merah di pulau Jawa yang notabene masyarakat bisa keluar pulau meningkatkan kasus COVID-19 diluar Jawa.  1. Penduduk :"")",1,1,1,1
935,42398,"Fix, bukan sekedar rumor (``,)  Vaksin kedua beneran lebih nyeri..!!",0,-1,0,0
936,38626,"Jadi hari ini jadwalku vaksin. Alhamdulilah berjalan tertib dan lancar. Tempat menunggunya juga nyaman. Lalu tiba-tiba muncul di pikiranku sebuah kata. Yang akan kujadikan judul buku ketiga. Ok, jadi @memoarbipolar akan menjadi sebuah Trilogy. Judulnyaâ€¦ (kasih tahu jangan?) ðŸ˜Œ",1,1,1,1
937,39488,"Setuju sih aing sama pemerintah kenapa orang Indonesia harus di vaksin, ya karna kalo yang harus di Halalalin itu kamu.",0,1,0,0
938,42565,"Heran kenapa ya ada orang2 menolak vaksin termasuk keluarga besar gw di kampung, herrrraaann, susah amat ngasih pengertiannya, pdahal gw dah pernah positif, ponakan skrg lg positif, bbrp anggota kluarga besar jg lg pd sakit indra penciumannya cm ga swab aja. Pfft",0,1,1,1
939,40692,Belum vaksin aja udah laper apalagi setelaah vaksin..tp ini efeknya baru ngantuk sih. Nginput angka salah muluðŸ¤£ðŸ¤£,0,-1,0,0
940,41797,gilasih nganti vaksin ga taat prokes ðŸ˜¶ kabur ajalah wkwk,0,-1,0,0
941,40984,"""Vaksin o dulu, biar bisa main"" ""Gabisa main dong kalo kamunya gak vaksin"" Adalah trik biar aku berani vaksin :) Naiiissss mas :""",1,1,1,1
942,37842,"Kalau sudah bs mencapai target vaksinasi 70% bakalan bikin kita lbh aman lagi, meskipun itu bkan suatu jaminan bebas Covid - 19",1,1,1,1
943,39460,"Cara ampuh ngajak orang buat vaksin gimana sih, heran dehh pada gak mau vaksin ðŸ™‚",0,0,0,0
944,40753,"Lama-lama pemerintah ga sadar kalo mreka yg buat kerumunan, dilarang dine in tapi masyarakat berkerumun ditempat vaksin, dilarang buat acara hiburan tapi otw kerja aja pake nunjukin surat segala, kan jadi rame berkerumun ya hadehðŸ™ƒðŸ™ƒðŸ™ƒðŸ™ƒ",-1,-1,-1,-1
945,41664,seneng bgt rasanya abis daftarin orang rumah buat vaksin,1,1,1,1
946,42690,"Iyaa memang ada beberapa efek dari vaksin. Yahh nama nya juga vaksin. demam, pusing badan sakit ya wajar lah",1,1,1,1
947,42308,"live report, demam nya tadi malem ga kaya yang vaksin pertama yg ampe menggigil panasnya ampe 39* yg ini cuma tipis tipis apa karna udah tindakan pencegahan ya? sampe skrg juga masih panas tp wajar, gak lemes juga aman~",1,0,1,1
